snapped_at,price,market_cap,total_volume
2019-11-08 00:00:00 UTC,0.03280850478337551,26403519.784988597,1862545.2932419612
2019-11-09 00:00:00 UTC,0.03289393405333642,26475045.74672625,2674477.6392879332
2019-11-10 00:00:00 UTC,0.036926277633659084,29717407.377258353,6626390.935962148
2019-11-11 00:00:00 UTC,0.03544513121392906,28525415.268626116,2727611.057123906
2019-11-12 00:00:00 UTC,0.03449879473392944,27790997.45879201,1511065.9935806002
2019-11-13 00:00:00 UTC,0.035216118105045664,28264740.420090314,1348671.8737775888
2019-11-14 00:00:00 UTC,0.03504233467921572,28180901.067286685,2917463.4891661177
2019-11-15 00:00:00 UTC,0.03396882821788609,27366616.361839235,1717787.6459313736
2019-11-16 00:00:00 UTC,0.03246541239482738,26109494.336314492,2165901.769739597
2019-11-17 00:00:00 UTC,0.032839537780031444,26404336.9350342,1147700.45338635
2019-11-18 00:00:00 UTC,0.03271924971864734,28471608.852255,2115294.0681082387
2019-11-19 00:00:00 UTC,0.030724601812555964,26783577.805387184,1538133.2015815475
2019-11-20 00:00:00 UTC,0.030320020016240547,26535260.43138929,1711549.1938324054
2019-11-21 00:00:00 UTC,0.02939051012379247,25575326.59881244,1561251.158784722
2019-11-22 00:00:00 UTC,0.027390415885175167,23879940.561355658,1306476.1307206356
2019-11-23 00:00:00 UTC,0.02634150540426245,22966206.773129188,1843105.1860342538
2019-11-24 00:00:00 UTC,0.025608987380293834,24980826.915572673,3990318.7963421238
2019-11-25 00:00:00 UTC,0.024188215002351184,23467178.179192156,1342665.4094966576
2019-11-26 00:00:00 UTC,0.02414278167689606,23400220.130891986,1841030.163982037
2019-11-27 00:00:00 UTC,0.024381033916115645,23552517.327893168,1355422.8830214648
2019-11-28 00:00:00 UTC,0.02625647912105957,25452149.29744317,2444389.7956182663
2019-11-29 00:00:00 UTC,0.025084399500199518,24219799.713143896,1286161.3162261732
2019-11-30 00:00:00 UTC,0.026974269498114153,26065900.193054207,2190530.3922270644
2019-12-01 00:00:00 UTC,0.025398670941052855,24540922.594457813,1952655.151252906
2019-12-02 00:00:00 UTC,0.02667476791267375,25135948.255126476,2020152.8483333415
2019-12-03 00:00:00 UTC,0.02508716660219787,24213058.289776158,500614.99751751864
2019-12-04 00:00:00 UTC,0.024300110160364992,23494437.108704004,2053988.6666058656
2019-12-05 00:00:00 UTC,0.02316540389567765,22519410.681417838,3620405.9373382614
2019-12-06 00:00:00 UTC,0.02257662095885276,21836456.055998974,3329129.889388953
2019-12-07 00:00:00 UTC,0.023605433965414424,23048249.985322397,3263509.8053308274
2019-12-08 00:00:00 UTC,0.024597065471031417,23637173.743139625,2610764.6122195874
2019-12-09 00:00:00 UTC,0.02729943845003627,26021073.486914165,4358528.778279698
2019-12-10 00:00:00 UTC,0.02521640016715668,24413422.509571746,4374063.811662763
2019-12-11 00:00:00 UTC,0.023492216714700705,22710723.548862927,4176643.440099737
2019-12-12 00:00:00 UTC,0.024652835460914877,23823240.503494594,2911589.759485206
2019-12-13 00:00:00 UTC,0.02324275306193307,22579161.671595465,2429059.912487675
2019-12-14 00:00:00 UTC,0.023426238393140102,22811228.162292633,2246395.4005428175
2019-12-15 00:00:00 UTC,0.023271171672630393,22461393.010295283,1934359.0299909457
2019-12-16 00:00:00 UTC,0.022852333936270165,22115367.22028836,2323296.49725475
2019-12-17 00:00:00 UTC,0.02094905532174623,20563186.351282172,2955516.8374095685
2019-12-18 00:00:00 UTC,0.018557713308301742,19433528.703919835,1499481.6163431038
2019-12-19 00:00:00 UTC,0.019520274712221078,20063789.698092878,1642558.903203778
2019-12-20 00:00:00 UTC,0.0182214026626319,18828192.13528054,1161561.0659922266
2019-12-21 00:00:00 UTC,0.018836295707907045,19476485.703500953,1318349.8262751866
2019-12-22 00:00:00 UTC,0.018430442476022043,19065680.986183655,1170842.0501553402
2019-12-23 00:00:00 UTC,0.018610582667787163,19322092.268108413,1956119.1771936624
2019-12-24 00:00:00 UTC,0.015705072745235808,22471121.380005658,6196876.36413418
2019-12-25 00:00:00 UTC,0.0150924685475494,22959548.414869055,1228667.0919758354
2019-12-26 00:00:00 UTC,0.01471751306154164,22261108.512155853,1570008.996804924
2019-12-27 00:00:00 UTC,0.014701088653830617,22237252.358064078,992777.1557218389
2019-12-28 00:00:00 UTC,0.014211275281529519,21499219.339720674,1320540.086071014
2019-12-29 00:00:00 UTC,0.014250802789917614,21803945.28911159,864973.7090338852
2019-12-30 00:00:00 UTC,0.01309058979320444,19803814.624307286,2418897.856919979
2019-12-31 00:00:00 UTC,0.011126976320422335,16953330.23361225,2702438.2760742637
2020-01-01 00:00:00 UTC,0.010224201212810409,19852758.6379392,2376819.472251359
2020-01-02 00:00:00 UTC,0.010300867757896867,19963620.926689222,1917176.9144327631
2020-01-03 00:00:00 UTC,0.010077358924666307,19494402.41817173,1689575.1744687066
2020-01-04 00:00:00 UTC,0.010379162965216779,20164091.21827738,980792.4171340076
2020-01-05 00:00:00 UTC,0.011111162119030488,21557864.053482033,2621999.416715054
2020-01-06 00:00:00 UTC,0.011528205476564286,22405749.964255515,3382955.49305512
2020-01-07 00:00:00 UTC,0.011076408669331461,21532418.920176417,1795981.6314126141
2020-01-08 00:00:00 UTC,0.010645455138500012,20805287.83983009,1677199.7793832636
2020-01-09 00:00:00 UTC,0.01020128188631971,19841843.696504965,1129825.8385155115
2020-01-10 00:00:00 UTC,0.010093457964821322,19625007.066496707,1094521.2505302634
2020-01-11 00:00:00 UTC,0.010681298940606614,20601217.895298734,1794320.2693131296
2020-01-12 00:00:00 UTC,0.011370072279548586,21989039.17764542,1167321.3978455768
2020-01-13 00:00:00 UTC,0.01098073363947108,21327323.539400533,763501.8791671519
2020-01-14 00:00:00 UTC,0.010487594968021945,20328195.967436038,622074.5436945164
2020-01-15 00:00:00 UTC,0.0102545251944781,19888930.40014602,1430703.1359212657
2020-01-16 00:00:00 UTC,0.010415916054290535,20225507.886051618,1284378.742815974
2020-01-17 00:00:00 UTC,0.011530526770978884,22298970.356434073,1538866.6411212941
2020-01-18 00:00:00 UTC,0.011532895606134698,23244372.420624625,1837483.3512372305
2020-01-19 00:00:00 UTC,0.011874426358034578,23934981.775239922,1119569.5817665078
2020-01-20 00:00:00 UTC,0.010840148822222985,21776597.67646956,1128925.0782856394
2020-01-21 00:00:00 UTC,0.010540540429943375,21205295.014758527,403883.42331760505
2020-01-22 00:00:00 UTC,0.010410278694475686,20850150.25017946,587308.0951447026
2020-01-23 00:00:00 UTC,0.010731175230084222,21505866.311395165,954266.5285679572
2020-01-24 00:00:00 UTC,0.010202853861826944,21179627.64688308,685183.0968685539
2020-01-25 00:00:00 UTC,0.011069466068220677,23000950.904283978,938020.8092229458
2020-01-26 00:00:00 UTC,0.012075370227167403,25058589.27897578,2695288.8976247697
2020-01-27 00:00:00 UTC,0.011667671396892737,24201000.66301814,1564564.8326121955
2020-01-28 00:00:00 UTC,0.011361495407571837,23626575.95535279,1389718.105346376
2020-01-29 00:00:00 UTC,0.011471094746590436,23905947.11803108,1195426.060008963
2020-01-30 00:00:00 UTC,0.011568631155736078,24115242.02270768,745246.5242748801
2020-01-31 00:00:00 UTC,0.011950511931756665,24734323.095272318,656498.0144382815
2020-02-01 00:00:00 UTC,0.013151703030393095,27533008.024842862,1282942.1851834161
2020-02-02 00:00:00 UTC,0.013375850890881525,29966413.46940697,1149260.441398812
2020-02-03 00:00:00 UTC,0.01308144508696736,36869017.845035255,862419.4992352673
2020-02-04 00:00:00 UTC,0.015550999842569963,48973252.71355289,3696187.25299477
2020-02-05 00:00:00 UTC,0.018108036080928504,55817202.232049435,11255328.421998445
2020-02-06 00:00:00 UTC,0.022800337370669263,72181273.3851106,11287284.54245044
2020-02-07 00:00:00 UTC,0.020641260469276886,66067858.7167518,7599163.181698471
2020-02-08 00:00:00 UTC,0.02136489224171556,67948210.15181893,4558523.901814389
2020-02-09 00:00:00 UTC,0.018480710678731915,58391710.18494592,3877808.8475440545
2020-02-10 00:00:00 UTC,0.019611428323992045,61936129.22511659,4356409.1444449555
2020-02-11 00:00:00 UTC,0.018897729063278128,59813033.935171954,2138704.317057532
2020-02-12 00:00:00 UTC,0.033871644566848776,107431734.67392448,60999857.37277321
2020-02-13 00:00:00 UTC,0.06932368994721677,221132401.43898714,245374467.65634054
2020-02-14 00:00:00 UTC,0.05457578708447178,171990941.724765,92383801.84931028
2020-02-15 00:00:00 UTC,0.05448749743728182,172905162.94468617,55029682.22110416
2020-02-16 00:00:00 UTC,0.048054946414308845,152207254.3849805,22334331.49201415
2020-02-17 00:00:00 UTC,0.05194036846558556,169351121.2589972,26985696.56460849
2020-02-18 00:00:00 UTC,0.051809274854351425,165419042.60337257,49491346.57431997
2020-02-19 00:00:00 UTC,0.05095234057545117,165963809.66879,15619139.550084468
2020-02-20 00:00:00 UTC,0.04655308722899049,152667945.28573307,13046176.566518422
2020-02-21 00:00:00 UTC,0.046234092815839185,147871262.12318918,10484106.08433441
2020-02-22 00:00:00 UTC,0.04632398708688511,149613497.69103184,10870392.652925773
2020-02-23 00:00:00 UTC,0.045487352427503784,147119612.6941288,8460662.47711497
2020-02-24 00:00:00 UTC,0.04275046665859108,141808273.3437385,10362277.810817102
2020-02-25 00:00:00 UTC,0.03803505023393551,125700918.75277197,10022815.770442637
2020-02-26 00:00:00 UTC,0.035673695150589664,117842067.16795574,9440738.650044626
2020-02-27 00:00:00 UTC,0.03269118632484816,107609453.78477244,10430061.623411011
2020-02-28 00:00:00 UTC,0.035821596606967904,117577133.35267746,13414761.208678868
2020-02-29 00:00:00 UTC,0.035514949915287655,118651944.30562295,10122044.042088838
2020-03-01 00:00:00 UTC,0.034508566521258,115042803.26029299,7264831.798349558
2020-03-02 00:00:00 UTC,0.03439214247540656,116018339.0826242,5854067.847203262
2020-03-03 00:00:00 UTC,0.03849068414318305,129049501.12330873,11942248.34685155
2020-03-04 00:00:00 UTC,0.04139971196277588,139410287.009269,8628223.881221052
2020-03-05 00:00:00 UTC,0.041570766371304455,140304635.32029325,10720672.461684655
2020-03-06 00:00:00 UTC,0.04564766470486735,154567874.08533424,13623533.526114725
2020-03-07 00:00:00 UTC,0.05839279336399273,194240184.55113694,41499425.06926135
2020-03-08 00:00:00 UTC,0.0560445866688133,189433562.35712498,39298066.23624297
2020-03-09 00:00:00 UTC,0.05040665433619669,168693161.0342976,32778179.095868766
2020-03-10 00:00:00 UTC,0.045268598473720854,153793437.5955552,27462369.099283077
2020-03-11 00:00:00 UTC,0.04493992648268682,153573120.48435214,23057997.970268156
2020-03-12 00:00:00 UTC,0.04815136710369305,162718424.99437135,58105496.01478238
2020-03-13 00:00:00 UTC,0.02666230042942818,85917455.748436,37560661.827678144
2020-03-14 00:00:00 UTC,0.03565841254499474,119928778.5872097,52895245.3089978
2020-03-15 00:00:00 UTC,0.042267020867963294,141433403.06339842,112392010.69295095
2020-03-16 00:00:00 UTC,0.040745934703676046,137966129.15352148,38783830.114981934
2020-03-17 00:00:00 UTC,0.036502140077124476,124208802.31135915,39311892.06876917
2020-03-18 00:00:00 UTC,0.03787188170208677,130601792.99796565,26319670.75580856
2020-03-19 00:00:00 UTC,0.036440081477639906,125234393.99421978,26621879.232509736
2020-03-20 00:00:00 UTC,0.04058173469671579,137451078.64090827,48920607.017278135
2020-03-21 00:00:00 UTC,0.038108912236177,130602577.99170661,31842941.51967833
2020-03-22 00:00:00 UTC,0.036950559882604796,127039549.40593264,15076377.992096169
2020-03-23 00:00:00 UTC,0.03360743735151037,115473741.15773049,14379567.993811537
2020-03-24 00:00:00 UTC,0.03415548309273033,129589111.08579256,25540993.870480184
2020-03-25 00:00:00 UTC,0.033694343984459946,129133534.69016992,16230166.946247853
2020-03-26 00:00:00 UTC,0.03297184511932298,124920131.56433989,7525097.948635111
2020-03-27 00:00:00 UTC,0.03413696387313145,130681109.54116741,4506732.1403438235
2020-03-28 00:00:00 UTC,0.03211791848060551,121659454.17593686,9593266.052976536
2020-03-29 00:00:00 UTC,0.03106457947907603,118413163.60846905,8783854.804234274
2020-03-30 00:00:00 UTC,0.030884708742295142,117997981.36399664,10727933.19895264
2020-03-31 00:00:00 UTC,0.03167408017305874,120882258.62162127,7843030.659031002
2020-04-01 00:00:00 UTC,0.03189173753272652,121625755.58876117,7265689.837454793
2020-04-02 00:00:00 UTC,0.03243372929376741,125089443.54327723,9542678.288920024
2020-04-03 00:00:00 UTC,0.03332038096857369,128999427.7928823,12057990.718892511
2020-04-04 00:00:00 UTC,0.03371563255801794,130442288.60237285,11194226.201110892
2020-04-05 00:00:00 UTC,0.03331522764234484,129543143.62240623,8802977.305798732
2020-04-06 00:00:00 UTC,0.033081295289498124,128010789.79923414,5403371.775112373
2020-04-07 00:00:00 UTC,0.03462823149540046,134013473.45392181,8690906.61767484
2020-04-08 00:00:00 UTC,0.03423142783935417,130173596.36260484,10198934.618332224
2020-04-09 00:00:00 UTC,0.03370295085038409,131165821.59702124,7830298.904592305
2020-04-10 00:00:00 UTC,0.03654963398133751,141466716.6716048,11848636.331348097
2020-04-11 00:00:00 UTC,0.03289700482126201,127528758.26730107,19772708.64537341
2020-04-12 00:00:00 UTC,0.032879997445564295,127636613.19711196,6781600.089965853
2020-04-13 00:00:00 UTC,0.033285797529323674,130590283.68481767,6739718.453946791
2020-04-14 00:00:00 UTC,0.03250105782730095,126325045.61016129,5702246.2814224325
2020-04-15 00:00:00 UTC,0.03302615592992152,128345264.43366092,4334315.280808701
2020-04-16 00:00:00 UTC,0.03213609832642424,124450990.56607279,4005007.216914456
2020-04-17 00:00:00 UTC,0.032741307090513906,127293232.8629773,6180486.7260062555
2020-04-18 00:00:00 UTC,0.032466243835340726,127300979.54872148,5335194.490959564
2020-04-19 00:00:00 UTC,0.03408745742979474,133757930.3548673,9386043.60239685
2020-04-20 00:00:00 UTC,0.03285495053219567,128597486.31568886,5442297.731469192
2020-04-21 00:00:00 UTC,0.030925938041161845,121844301.33037293,6586084.9429305
2020-04-22 00:00:00 UTC,0.031011029452645382,121118755.04351959,4780765.182388604
2020-04-23 00:00:00 UTC,0.03256522824585931,127478320.48129147,6988395.674716506
2020-04-24 00:00:00 UTC,0.032507940051396796,129574133.74512148,8445368.068257656
2020-04-25 00:00:00 UTC,0.03291391951149617,130908332.45819518,6718348.015582203
2020-04-26 00:00:00 UTC,0.0331220575780935,131733499.82576652,5412148.582599221
2020-04-27 00:00:00 UTC,0.03418638305147946,136126251.93774045,7030261.132504799
2020-04-28 00:00:00 UTC,0.034018295394316535,135529068.058801,7447790.248958665
2020-04-29 00:00:00 UTC,0.03366968320809007,134281335.68303782,6015740.444364741
2020-04-30 00:00:00 UTC,0.035078753830380074,140169282.86375427,10811432.160051087
2020-05-01 00:00:00 UTC,0.03532749471688246,141171634.5978613,12165879.100447295
2020-05-02 00:00:00 UTC,0.04204424792832409,172085721.18694466,43744096.02127388
2020-05-03 00:00:00 UTC,0.04373840648190568,178970384.11159354,41616777.06686663
2020-05-04 00:00:00 UTC,0.03932335438659145,159392063.40523738,19194334.44527041
2020-05-05 00:00:00 UTC,0.041639465146177085,168070175.91264415,24859708.469001953
2020-05-06 00:00:00 UTC,0.0401901297857354,164006831.7766652,16523048.81084175
2020-05-07 00:00:00 UTC,0.038644834169570805,160034984.73124728,11212565.639152415
2020-05-08 00:00:00 UTC,0.039582415155528766,161399880.65533227,11030878.244843816
2020-05-09 00:00:00 UTC,0.03938396510096816,161437531.9483145,10861745.588806763
2020-05-10 00:00:00 UTC,0.03899978552679277,159241609.05415195,8615938.82642581
2020-05-11 00:00:00 UTC,0.034345008843286694,139893350.96815577,10421978.684954666
2020-05-12 00:00:00 UTC,0.033767179703819095,137758648.02217025,10539021.925959805
2020-05-13 00:00:00 UTC,0.03532779138867604,144250668.65318426,9134504.93560022
2020-05-14 00:00:00 UTC,0.035581834123397146,145044910.666589,8596407.429980697
2020-05-15 00:00:00 UTC,0.037903564428801176,154607526.36486474,12597744.98402112
2020-05-16 00:00:00 UTC,0.03579285954869342,146366241.24523652,10388890.16050516
2020-05-17 00:00:00 UTC,0.03594175356010037,146559141.74606612,6735009.979738306
2020-05-18 00:00:00 UTC,0.03593837350834843,148473615.96408984,5365946.604645192
2020-05-19 00:00:00 UTC,0.03612046201387362,149856534.3801631,8737016.71175321
2020-05-20 00:00:00 UTC,0.036086857587807095,149327040.24024737,8514553.295056988
2020-05-21 00:00:00 UTC,0.03822488388285368,158174170.74525985,18965879.641533192
2020-05-22 00:00:00 UTC,0.03601802795268122,152060383.81763068,12854921.778715527
2020-05-23 00:00:00 UTC,0.038966193421859904,162245066.06467977,14766956.417291349
2020-05-24 00:00:00 UTC,0.03676236373583464,162531903.17130658,11937634.763240337
2020-05-25 00:00:00 UTC,0.03787666005297356,166787982.8009457,15884508.298199384
2020-05-26 00:00:00 UTC,0.03946797680874104,173547798.84158745,18969730.162335336
2020-05-27 00:00:00 UTC,0.044739152510765594,198813694.2464948,65427687.084390186
2020-05-28 00:00:00 UTC,0.04874442375315582,214643638.04023176,45670397.18785038
2020-05-29 00:00:00 UTC,0.04517767642626063,197901650.32346085,43400147.17940897
2020-05-30 00:00:00 UTC,0.045033871673401095,198356580.26531368,21937116.87710623
2020-05-31 00:00:00 UTC,0.04557099404776262,200368226.0871139,13978107.621734183
2020-06-01 00:00:00 UTC,0.04409614473873607,190208318.57936513,14863153.16831147
2020-06-02 00:00:00 UTC,0.04367560017864433,195504629.7007953,17389705.253984865
2020-06-03 00:00:00 UTC,0.042718974128390624,191570719.2170128,16155214.261408225
2020-06-04 00:00:00 UTC,0.04329303619779666,194445667.8915158,13817935.721553525
2020-06-05 00:00:00 UTC,0.04388056073814706,196921750.62873286,12432908.214320514
2020-06-06 00:00:00 UTC,0.044039097452125434,198195665.14152434,7924287.565821216
2020-06-07 00:00:00 UTC,0.04406894570836631,197371655.62787578,5719985.7157933675
2020-06-08 00:00:00 UTC,0.04383056769261886,196754903.09766215,6762736.802379367
2020-06-09 00:00:00 UTC,0.04404377788376749,197790297.82564703,4718119.509359085
2020-06-10 00:00:00 UTC,0.04345550562431955,195162115.59916782,5171174.251436354
2020-06-11 00:00:00 UTC,0.04506265349907186,201848628.8224175,7108947.324002511
2020-06-12 00:00:00 UTC,0.0401269737615735,179730494.62122276,10965485.19015112
2020-06-13 00:00:00 UTC,0.04215396072076747,189528440.1884064,9332704.327455213
2020-06-14 00:00:00 UTC,0.042385138386172604,190144704.9735151,6159235.985395679
2020-06-15 00:00:00 UTC,0.04098719107177788,184038916.42018986,5879566.416810385
2020-06-16 00:00:00 UTC,0.04071911416267112,183065062.22759756,7663139.624770716
2020-06-17 00:00:00 UTC,0.0415811522243368,186586908.7385739,8453679.862554466
2020-06-18 00:00:00 UTC,0.04259587955367833,192441673.03213805,8203003.844003027
2020-06-19 00:00:00 UTC,0.04546438085232287,205817480.95741996,42163052.61373165
2020-06-20 00:00:00 UTC,0.04418044153703822,199091398.47221437,11864346.273915607
2020-06-21 00:00:00 UTC,0.043835716128911476,197295805.0680178,7789595.467774632
2020-06-22 00:00:00 UTC,0.04344858193726396,196166018.59761867,4899758.670921868
2020-06-23 00:00:00 UTC,0.04383259468841079,197741981.9400845,7129136.4721743865
2020-06-24 00:00:00 UTC,0.042117504773414596,196427108.65494508,10026150.53825343
2020-06-25 00:00:00 UTC,0.041600230071347416,194014305.37214804,6391023.698851589
2020-06-26 00:00:00 UTC,0.04070184411618744,190732484.95837405,6658093.303708158
2020-06-27 00:00:00 UTC,0.03941238007981363,184112229.9829441,8138622.7301155245
2020-06-28 00:00:00 UTC,0.037302836474363166,177468973.40456408,6298542.379757287
2020-06-29 00:00:00 UTC,0.03830940847334739,179492339.48367828,8957466.308372864
2020-06-30 00:00:00 UTC,0.038440706279595706,179876980.82815927,4568123.294187393
2020-07-01 00:00:00 UTC,0.038395988133932205,179729168.18543762,5226776.367419197
2020-07-02 00:00:00 UTC,0.03883559390448888,184843974.66026202,5349212.821171409
2020-07-03 00:00:00 UTC,0.0379551902864329,180073131.89380813,4412121.775309482
2020-07-04 00:00:00 UTC,0.03969082526053622,188443513.8800263,8057420.109537469
2020-07-05 00:00:00 UTC,0.041206074004237515,195705255.74649465,9062254.882364903
2020-07-06 00:00:00 UTC,0.0395479766803188,187066840.4811509,7490821.9415818555
2020-07-07 00:00:00 UTC,0.04022886216548537,190942329.10465476,8309300.16284443
2020-07-08 00:00:00 UTC,0.04053555631818759,192386158.27676103,7503385.019626507
2020-07-09 00:00:00 UTC,0.04193822291644519,198858510.4046725,7748110.165237775
2020-07-10 00:00:00 UTC,0.0406826706339838,193308815.3341653,10110130.324214585
2020-07-11 00:00:00 UTC,0.04121271433218762,195859349.13901663,8045438.5187976835
2020-07-12 00:00:00 UTC,0.04137757983244713,197095812.78775313,6561183.7755942475
2020-07-13 00:00:00 UTC,0.04270353060181469,202767736.1111759,10872477.331219949
2020-07-14 00:00:00 UTC,0.04113000093555449,194920089.28038958,13080980.581496714
2020-07-15 00:00:00 UTC,0.04073065769606617,193264816.33722493,7601153.68639304
2020-07-16 00:00:00 UTC,0.04051209586947894,192584080.81147757,6663772.498246315
2020-07-17 00:00:00 UTC,0.038991943763155845,185432267.70557228,7984365.548696719
2020-07-18 00:00:00 UTC,0.039579695088234855,188438524.01868767,4798769.908694098
2020-07-19 00:00:00 UTC,0.03992889371065007,190636961.12824082,3990474.490304781
2020-07-20 00:00:00 UTC,0.03993831353452778,191257405.4157533,4633667.618594026
2020-07-21 00:00:00 UTC,0.040720893041730655,195343866.3940183,9608041.508354995
2020-07-22 00:00:00 UTC,0.04151103586647801,197909130.25584075,9999785.502614085
2020-07-23 00:00:00 UTC,0.04210126276421238,201470277.29631692,11641830.317802552
2020-07-24 00:00:00 UTC,0.042254176254780354,208828001.79275033,14335146.66225321
2020-07-25 00:00:00 UTC,0.04276383793016253,211438028.20904872,8673554.644515991
2020-07-26 00:00:00 UTC,0.04286699973945264,211765507.2189806,7123203.503911458
2020-07-27 00:00:00 UTC,0.04105652666532136,202903124.91648677,9985469.24519396
2020-07-28 00:00:00 UTC,0.040019864994407364,198237060.22802958,13539042.03282641
2020-07-29 00:00:00 UTC,0.04234747541936364,209657370.0102752,16166229.132780395
2020-07-30 00:00:00 UTC,0.043667411264589714,215674900.0964167,17211377.890208617
2020-07-31 00:00:00 UTC,0.04261829520579104,210839841.66944674,15780720.77475448
2020-08-01 00:00:00 UTC,0.044297445565539426,218422818.2119713,21317547.052461743
2020-08-02 00:00:00 UTC,0.04571874987217471,236616253.46950927,19075955.8467323
2020-08-03 00:00:00 UTC,0.04386469989479339,221496487.72834203,21527528.540846214
2020-08-04 00:00:00 UTC,0.04492925812965089,220559561.89089623,11282386.378408626
2020-08-05 00:00:00 UTC,0.0430958809959138,216692414.24111372,11008468.908236433
2020-08-06 00:00:00 UTC,0.04339497332687489,218413174.62582502,8286117.614023006
2020-08-07 00:00:00 UTC,0.04423838870926114,223025132.70569465,10932832.867562348
2020-08-08 00:00:00 UTC,0.04359905131420364,219361265.9085292,14150357.27321091
2020-08-09 00:00:00 UTC,0.044918513412207,225712587.39189327,8256889.774510026
2020-08-10 00:00:00 UTC,0.0449223905492259,226359277.37661752,11148191.66961056
2020-08-11 00:00:00 UTC,0.0525443648201242,264051037.31301403,45187216.58629679
2020-08-12 00:00:00 UTC,0.051567245248720604,259364838.25233415,63755169.62343661
2020-08-13 00:00:00 UTC,0.05217182450439849,263397936.40533644,26962762.69238332
